raterID;attractiveness;targetID;sex;ethnicity;zAge;zHeight;zBMI;sqzAge;sqzHeight;sqzBMI;zWCptsPB;zAttractiveness;zMouthCurv;zfWHR;meanAthlAttr
R153;3;F70;female;Cauc;1.48;-0.14;-0.23;2.19;0.02;0.05;2.99;-0.1781;-0.11;-0.14;-0.9253
R155;2;F70;female;Cauc;1.48;-0.14;-0.23;2.19;0.02;0.05;2.99;-0.863;-0.11;-0.14;-0.9253
R156;3;F70;female;Cauc;1.48;-0.14;-0.23;2.19;0.02;0.05;2.99;-0.1781;-0.11;-0.14;-0.9253
R158;1;F70;female;Cauc;1.48;-0.14;-0.23;2.19;0.02;0.05;2.99;-1.5479;-0.11;-0.14;-0.9253
R165;1;F70;female;Cauc;1.48;-0.14;-0.23;2.19;0.02;0.05;2.99;-1.5479;-0.11;-0.14;-0.9253
R169;1;F70;female;Cauc;1.48;-0.14;-0.23;2.19;0.02;0.05;2.99;-1.5479;-0.11;-0.14;-0.9253
R170;2;F70;female;Cauc;1.48;-0.14;-0.23;2.19;0.02;0.05;2.99;-0.863;-0.11;-0.14;-0.9253
R171;1;F70;female;Cauc;1.48;-0.14;-0.23;2.19;0.02;0.05;2.99;-1.5479;-0.11;-0.14;-0.9253
R172;3;F70;female;Cauc;1.48;-0.14;-0.23;2.19;0.02;0.05;2.99;-0.1781;-0.11;-0.14;-0.9253
R173;1;F70;female;Cauc;1.48;-0.14;-0.23;2.19;0.02;0.05;2.99;-1.5479;-0.11;-0.14;-0.9253
R123;2;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.863;1.46;-1.19;-0.5205
R124;3;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.1781;1.46;-1.19;-0.5205
R125;4;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;0.5068;1.46;-1.19;-0.5205
R127;3;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.1781;1.46;-1.19;-0.5205
R130;3;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.1781;1.46;-1.19;-0.5205
R131;3;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.1781;1.46;-1.19;-0.5205
R137;2;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.863;1.46;-1.19;-0.5205
R138;4;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;0.5068;1.46;-1.19;-0.5205
R143;3;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.1781;1.46;-1.19;-0.5205
R146;3;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.1781;1.46;-1.19;-0.5205
R149;1;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-1.5479;1.46;-1.19;-0.5205
R150;3;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.1781;1.46;-1.19;-0.5205
R152;2;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.863;1.46;-1.19;-0.5205
R153;3;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.1781;1.46;-1.19;-0.5205
R155;2;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.863;1.46;-1.19;-0.5205
R156;3;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.1781;1.46;-1.19;-0.5205
R158;3;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.1781;1.46;-1.19;-0.5205
R159;2;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.863;1.46;-1.19;-0.5205
R165;2;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.863;1.46;-1.19;-0.5205
R169;1;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-1.5479;1.46;-1.19;-0.5205
R170;2;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-0.863;1.46;-1.19;-0.5205
R171;1;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-1.5479;1.46;-1.19;-0.5205
R172;4;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;0.5068;1.46;-1.19;-0.5205
R173;1;F71;female;Cauc;0.39;-1.07;0.17;0.15;1.14;0.03;1.26;-1.5479;1.46;-1.19;-0.5205
R123;6;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;1.8767;2.29;0.13;0.5925
R124;6;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;1.8767;2.29;0.13;0.5925
R125;4;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;0.5068;2.29;0.13;0.5925
R127;6;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;1.8767;2.29;0.13;0.5925
R130;3;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;-0.1781;2.29;0.13;0.5925
R131;5;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;1.1918;2.29;0.13;0.5925
R137;4;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;0.5068;2.29;0.13;0.5925
R138;5;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;1.1918;2.29;0.13;0.5925
R143;6;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;1.8767;2.29;0.13;0.5925
R146;3;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;-0.1781;2.29;0.13;0.5925
R149;1;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;-1.5479;2.29;0.13;0.5925
R150;4;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;0.5068;2.29;0.13;0.5925
R152;6;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;1.8767;2.29;0.13;0.5925
R153;6;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;1.8767;2.29;0.13;0.5925
R155;4;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;0.5068;2.29;0.13;0.5925
R156;3;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;-0.1781;2.29;0.13;0.5925
R158;4;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;0.5068;2.29;0.13;0.5925
R159;5;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;1.1918;2.29;0.13;0.5925
R165;1;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;-1.5479;2.29;0.13;0.5925
R169;1;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;-1.5479;2.29;0.13;0.5925
R170;5;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;1.1918;2.29;0.13;0.5925
R171;4;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;0.5068;2.29;0.13;0.5925
R172;5;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;1.1918;2.29;0.13;0.5925
R173;2;F72;female;Cauc;-0.23;-0.32;-0.89;0.05;0.11;0.8;-0.84;-0.863;2.29;0.13;0.5925
R123;5;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;1.1918;-0.15;-1.19;-0.1483
R124;3;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;-0.1781;-0.15;-1.19;-0.1483
R125;4;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;0.5068;-0.15;-1.19;-0.1483
R130;4;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;0.5068;-0.15;-1.19;-0.1483
R131;4;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;0.5068;-0.15;-1.19;-0.1483
R137;3;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;-0.1781;-0.15;-1.19;-0.1483
R138;4;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;0.5068;-0.15;-1.19;-0.1483
R143;2;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;-0.863;-0.15;-1.19;-0.1483
R146;3;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;-0.1781;-0.15;-1.19;-0.1483
R149;1;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;-1.5479;-0.15;-1.19;-0.1483
R150;3;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;-0.1781;-0.15;-1.19;-0.1483
R152;5;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;1.1918;-0.15;-1.19;-0.1483
R153;5;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;1.1918;-0.15;-1.19;-0.1483
R155;4;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;0.5068;-0.15;-1.19;-0.1483
R156;4;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;0.5068;-0.15;-1.19;-0.1483
R158;1;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;-1.5479;-0.15;-1.19;-0.1483
R159;3;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;-0.1781;-0.15;-1.19;-0.1483
R165;2;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;-0.863;-0.15;-1.19;-0.1483
R169;1;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;-1.5479;-0.15;-1.19;-0.1483
R170;2;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;-0.863;-0.15;-1.19;-0.1483
R171;1;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;-1.5479;-0.15;-1.19;-0.1483
R172;4;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;0.5068;-0.15;-1.19;-0.1483
R173;2;F73;female;Cauc;0.39;-0.88;0.86;0.15;0.78;0.75;1.43;-0.863;-0.15;-1.19;-0.1483
R123;2;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;-0.863;-1.67;-1.39;-0.0925
R124;4;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;0.5068;-1.67;-1.39;-0.0925
R125;5;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;1.1918;-1.67;-1.39;-0.0925
R127;3;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;-0.1781;-1.67;-1.39;-0.0925
R130;4;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;0.5068;-1.67;-1.39;-0.0925
R131;4;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;0.5068;-1.67;-1.39;-0.0925
R137;2;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;-0.863;-1.67;-1.39;-0.0925
R138;4;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;0.5068;-1.67;-1.39;-0.0925
R143;3;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;-0.1781;-1.67;-1.39;-0.0925
R146;3;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;-0.1781;-1.67;-1.39;-0.0925
R149;2;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;-0.863;-1.67;-1.39;-0.0925
R150;3;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;-0.1781;-1.67;-1.39;-0.0925
R152;4;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;0.5068;-1.67;-1.39;-0.0925
R153;4;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;0.5068;-1.67;-1.39;-0.0925
R155;3;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;-0.1781;-1.67;-1.39;-0.0925
R156;4;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;0.5068;-1.67;-1.39;-0.0925
R158;2;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;-0.863;-1.67;-1.39;-0.0925
R159;4;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;0.5068;-1.67;-1.39;-0.0925
R165;3;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;-0.1781;-1.67;-1.39;-0.0925
R169;1;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;-1.5479;-1.67;-1.39;-0.0925
R170;3;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;-0.1781;-1.67;-1.39;-0.0925
R171;2;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;-0.863;-1.67;-1.39;-0.0925
R172;4;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;0.5068;-1.67;-1.39;-0.0925
R173;2;F74;female;Cauc;0.28;-1.44;0.27;0.08;2.08;0.07;0.17;-0.863;-1.67;-1.39;-0.0925
R123;2;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-0.863;-1.67;-0.36;-0.4635
R124;3;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-0.1781;-1.67;-0.36;-0.4635
R125;4;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;0.5068;-1.67;-0.36;-0.4635
R127;2;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-0.863;-1.67;-0.36;-0.4635
R130;3;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-0.1781;-1.67;-0.36;-0.4635
R131;3;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-0.1781;-1.67;-0.36;-0.4635
R137;4;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;0.5068;-1.67;-0.36;-0.4635
R138;4;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;0.5068;-1.67;-0.36;-0.4635
R143;2;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-0.863;-1.67;-0.36;-0.4635
R146;2;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-0.863;-1.67;-0.36;-0.4635
R149;1;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-1.5479;-1.67;-0.36;-0.4635
R150;3;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-0.1781;-1.67;-0.36;-0.4635
R152;4;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;0.5068;-1.67;-0.36;-0.4635
R153;4;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;0.5068;-1.67;-0.36;-0.4635
R155;2;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-0.863;-1.67;-0.36;-0.4635
R156;3;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-0.1781;-1.67;-0.36;-0.4635
R158;2;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-0.863;-1.67;-0.36;-0.4635
R159;2;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-0.863;-1.67;-0.36;-0.4635
R165;2;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-0.863;-1.67;-0.36;-0.4635
R169;1;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-1.5479;-1.67;-0.36;-0.4635
R170;4;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;0.5068;-1.67;-0.36;-0.4635
R171;1;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-1.5479;-1.67;-0.36;-0.4635
R172;3;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-0.1781;-1.67;-0.36;-0.4635
R173;1;F75;female;Cauc;0.88;-0.14;0.06;0.78;0.02;0;0.41;-1.5479;-1.67;-0.36;-0.4635
R123;3;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-0.1781;NA;NA;-0.7203
R124;2;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-0.863;NA;NA;-0.7203
R125;3;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-0.1781;NA;NA;-0.7203
R127;1;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-1.5479;NA;NA;-0.7203
R130;3;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-0.1781;NA;NA;-0.7203
R131;4;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;0.5068;NA;NA;-0.7203
R137;2;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-0.863;NA;NA;-0.7203
R138;4;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;0.5068;NA;NA;-0.7203
R143;2;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-0.863;NA;NA;-0.7203
R146;2;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-0.863;NA;NA;-0.7203
R149;2;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-0.863;NA;NA;-0.7203
R150;4;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;0.5068;NA;NA;-0.7203
R152;2;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-0.863;NA;NA;-0.7203
R153;3;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-0.1781;NA;NA;-0.7203
R155;3;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-0.1781;NA;NA;-0.7203
R156;1;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-1.5479;NA;NA;-0.7203
R158;1;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-1.5479;NA;NA;-0.7203
R159;2;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-0.863;NA;NA;-0.7203
R165;1;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-1.5479;NA;NA;-0.7203
R169;1;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-1.5479;NA;NA;-0.7203
R170;3;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-0.1781;NA;NA;-0.7203
R171;1;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-1.5479;NA;NA;-0.7203
R172;1;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-1.5479;NA;NA;-0.7203
R173;2;F76;female;nonCauc;-1.13;-0.7;-1.99;1.29;0.49;3.96;-0.62;-0.863;NA;NA;-0.7203
R123;3;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;-0.1781;0.06;0.48;1.0984
R124;6;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;1.8767;0.06;0.48;1.0984
R125;4;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;0.5068;0.06;0.48;1.0984
R127;5;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;1.1918;0.06;0.48;1.0984
R130;6;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;1.8767;0.06;0.48;1.0984
R131;4;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;0.5068;0.06;0.48;1.0984
R137;7;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;2.5616;0.06;0.48;1.0984
R138;5;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;1.1918;0.06;0.48;1.0984
R143;3;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;-0.1781;0.06;0.48;1.0984
R146;4;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;0.5068;0.06;0.48;1.0984
R149;5;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;1.1918;0.06;0.48;1.0984
R150;6;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;1.8767;0.06;0.48;1.0984
R152;6;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;1.8767;0.06;0.48;1.0984
R153;5;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;1.1918;0.06;0.48;1.0984
R155;5;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;1.1918;0.06;0.48;1.0984
R158;3;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;-0.1781;0.06;0.48;1.0984
R165;6;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;1.8767;0.06;0.48;1.0984
R169;5;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;1.1918;0.06;0.48;1.0984
R170;4;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;0.5068;0.06;0.48;1.0984
R171;5;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;1.1918;0.06;0.48;1.0984
R172;6;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;1.8767;0.06;0.48;1.0984
R173;4;F77;female;Cauc;-0.36;-1.81;0.69;0.13;3.29;0.48;-0.86;0.5068;0.06;0.48;1.0984
R123;3;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.1781;0.24;2.75;-0.6632
R124;3;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.1781;0.24;2.75;-0.6632
R125;3;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.1781;0.24;2.75;-0.6632
R127;2;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.863;0.24;2.75;-0.6632
R130;2;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.863;0.24;2.75;-0.6632
R131;3;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.1781;0.24;2.75;-0.6632
R137;3;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.1781;0.24;2.75;-0.6632
R138;3;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.1781;0.24;2.75;-0.6632
R143;2;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.863;0.24;2.75;-0.6632
R146;3;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.1781;0.24;2.75;-0.6632
R149;1;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-1.5479;0.24;2.75;-0.6632
R150;2;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.863;0.24;2.75;-0.6632
R152;2;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.863;0.24;2.75;-0.6632
R153;3;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.1781;0.24;2.75;-0.6632
R155;4;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;0.5068;0.24;2.75;-0.6632
R156;1;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-1.5479;0.24;2.75;-0.6632
R158;3;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.1781;0.24;2.75;-0.6632
R159;3;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.1781;0.24;2.75;-0.6632
R165;2;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.863;0.24;2.75;-0.6632
R169;1;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-1.5479;0.24;2.75;-0.6632
R170;2;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.863;0.24;2.75;-0.6632
R171;1;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-1.5479;0.24;2.75;-0.6632
R172;2;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-0.863;0.24;2.75;-0.6632
R173;1;F78;female;Cauc;1.22;0.61;0.11;1.49;0.37;0.01;0.38;-1.5479;0.24;2.75;-0.6632
R128;2;M01;male;Cauc;-1.05;0.46;-0.1;1.1;0.22;0.01;-0.94;-0.9179;1.9;0.85;-0.3806
R129;2;M01;male;Cauc;-1.05;0.46;-0.1;1.1;0.22;0.01;-0.94;-0.9179;1.9;0.85;-0.3806
R132;2;M01;male;Cauc;-1.05;0.46;-0.1;1.1;0.22;0.01;-0.94;-0.9179;1.9;0.85;-0.3806
R133;3;M01;male;Cauc;-1.05;0.46;-0.1;1.1;0.22;0.01;-0.94;-0.1716;1.9;0.85;-0.3806
R134;2;M01;male;Cauc;-1.05;0.46;-0.1;1.1;0.22;0.01;-0.94;-0.9179;1.9;0.85;-0.3806
R135;3;M01;male;Cauc;-1.05;0.46;-0.1;1.1;0.22;0.01;-0.94;-0.1716;1.9;0.85;-0.3806
R136;3;M01;male;Cauc;-1.05;0.46;-0.1;1.1;0.22;0.01;-0.94;-0.1716;1.9;0.85;-0.3806
R139;5;M01;male;Cauc;-1.05;0.46;-0.1;1.1;0.22;0.01;-0.94;1.3209;1.9;0.85;-0.3806
R140;1;M01;male;Cauc;-1.05;0.46;-0.1;1.1;0.22;0.01;-0.94;-1.6642;1.9;0.85;-0.3806
R142;4;M01;male;Cauc;-1.05;0.46;-0.1;1.1;0.22;0.01;-0.94;0.5746;1.9;0.85;-0.3806
R144;1;M01;male;Cauc;-1.05;0.46;-0.1;1.1;0.22;0.01;-0.94;-1.6642;1.9;0.85;-0.3806
R145;2;M01;male;Cauc;-1.05;0.46;-0.1;1.1;0.22;0.01;-0.94;-0.9179;1.9;0.85;-0.3806
R147;4;M01;male;Cauc;-1.05;0.46;-0.1;1.1;0.22;0.01;-0.94;0.5746;1.9;0.85;-0.3806
R148;3;M01;male;Cauc;-1.05;0.46;-0.1;1.1;0.22;0.01;-0.94;-0.1716;1.9;0.85;-0.3806
R151;2;M01;male;Cauc;-1.05;0.46;-0.1;1.1;0.22;0.01;-0.94;-0.9179;1.9;0.85;-0.3806
