raterID;attractiveness;targetID;sex;ethnicity;zAge;zHeight;zBMI;sqzAge;sqzHeight;sqzBMI;zWCptsPB;zAttractiveness;zMouthCurv;zfWHR;meanAthlAttr
R149;4;F42;female;Cauc;-1.41;1.35;0.67;1.98;1.82;0.45;-0.8;0.5068;0.74;0.13;0.3512
R150;5;F42;female;Cauc;-1.41;1.35;0.67;1.98;1.82;0.45;-0.8;1.1918;0.74;0.13;0.3512
R152;5;F42;female;Cauc;-1.41;1.35;0.67;1.98;1.82;0.45;-0.8;1.1918;0.74;0.13;0.3512
R153;5;F42;female;Cauc;-1.41;1.35;0.67;1.98;1.82;0.45;-0.8;1.1918;0.74;0.13;0.3512
R155;5;F42;female;Cauc;-1.41;1.35;0.67;1.98;1.82;0.45;-0.8;1.1918;0.74;0.13;0.3512
R158;4;F42;female;Cauc;-1.41;1.35;0.67;1.98;1.82;0.45;-0.8;0.5068;0.74;0.13;0.3512
R159;4;F42;female;Cauc;-1.41;1.35;0.67;1.98;1.82;0.45;-0.8;0.5068;0.74;0.13;0.3512
R165;1;F42;female;Cauc;-1.41;1.35;0.67;1.98;1.82;0.45;-0.8;-1.5479;0.74;0.13;0.3512
R169;1;F42;female;Cauc;-1.41;1.35;0.67;1.98;1.82;0.45;-0.8;-1.5479;0.74;0.13;0.3512
R170;6;F42;female;Cauc;-1.41;1.35;0.67;1.98;1.82;0.45;-0.8;1.8767;0.74;0.13;0.3512
R171;1;F42;female;Cauc;-1.41;1.35;0.67;1.98;1.82;0.45;-0.8;-1.5479;0.74;0.13;0.3512
R172;5;F42;female;Cauc;-1.41;1.35;0.67;1.98;1.82;0.45;-0.8;1.1918;0.74;0.13;0.3512
R123;4;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;0.5068;-1.46;-1.12;-0.2922
R124;3;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-0.1781;-1.46;-1.12;-0.2922
R125;4;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;0.5068;-1.46;-1.12;-0.2922
R127;3;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-0.1781;-1.46;-1.12;-0.2922
R130;3;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-0.1781;-1.46;-1.12;-0.2922
R131;4;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;0.5068;-1.46;-1.12;-0.2922
R137;2;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-0.863;-1.46;-1.12;-0.2922
R138;4;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;0.5068;-1.46;-1.12;-0.2922
R143;3;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-0.1781;-1.46;-1.12;-0.2922
R146;3;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-0.1781;-1.46;-1.12;-0.2922
R149;1;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-1.5479;-1.46;-1.12;-0.2922
R150;4;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;0.5068;-1.46;-1.12;-0.2922
R152;5;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;1.1918;-1.46;-1.12;-0.2922
R153;3;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-0.1781;-1.46;-1.12;-0.2922
R155;3;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-0.1781;-1.46;-1.12;-0.2922
R156;4;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;0.5068;-1.46;-1.12;-0.2922
R158;3;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-0.1781;-1.46;-1.12;-0.2922
R159;2;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-0.863;-1.46;-1.12;-0.2922
R165;2;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-0.863;-1.46;-1.12;-0.2922
R169;1;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-1.5479;-1.46;-1.12;-0.2922
R170;3;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-0.1781;-1.46;-1.12;-0.2922
R171;1;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-1.5479;-1.46;-1.12;-0.2922
R172;2;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-0.863;-1.46;-1.12;-0.2922
R173;1;F43;female;Cauc;1.18;-0.51;1.04;1.38;0.26;1.07;0.24;-1.5479;-1.46;-1.12;-0.2922
R123;3;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;-0.1781;0.16;-1.16;-0.121
R124;4;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;0.5068;0.16;-1.16;-0.121
R125;3;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;-0.1781;0.16;-1.16;-0.121
R127;3;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;-0.1781;0.16;-1.16;-0.121
R130;4;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;0.5068;0.16;-1.16;-0.121
R131;4;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;0.5068;0.16;-1.16;-0.121
R137;4;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;0.5068;0.16;-1.16;-0.121
R138;4;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;0.5068;0.16;-1.16;-0.121
R143;5;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;1.1918;0.16;-1.16;-0.121
R146;3;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;-0.1781;0.16;-1.16;-0.121
R149;1;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;-1.5479;0.16;-1.16;-0.121
R150;4;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;0.5068;0.16;-1.16;-0.121
R152;4;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;0.5068;0.16;-1.16;-0.121
R153;5;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;1.1918;0.16;-1.16;-0.121
R155;3;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;-0.1781;0.16;-1.16;-0.121
R156;3;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;-0.1781;0.16;-1.16;-0.121
R158;2;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;-0.863;0.16;-1.16;-0.121
R159;2;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;-0.863;0.16;-1.16;-0.121
R165;2;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;-0.863;0.16;-1.16;-0.121
R169;1;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;-1.5479;0.16;-1.16;-0.121
R170;3;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;-0.1781;0.16;-1.16;-0.121
R171;1;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;-1.5479;0.16;-1.16;-0.121
R172;4;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;0.5068;0.16;-1.16;-0.121
R173;2;F44;female;Cauc;-1.59;-1.81;2.28;2.54;3.29;5.19;-0.91;-0.863;0.16;-1.16;-0.121
R123;2;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;-0.863;0.31;-0.09;0.9238
R124;5;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;1.1918;0.31;-0.09;0.9238
R125;4;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;0.5068;0.31;-0.09;0.9238
R130;5;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;1.1918;0.31;-0.09;0.9238
R131;4;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;0.5068;0.31;-0.09;0.9238
R137;7;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;2.5616;0.31;-0.09;0.9238
R138;5;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;1.1918;0.31;-0.09;0.9238
R143;5;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;1.1918;0.31;-0.09;0.9238
R146;5;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;1.1918;0.31;-0.09;0.9238
R149;4;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;0.5068;0.31;-0.09;0.9238
R150;7;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;2.5616;0.31;-0.09;0.9238
R152;5;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;1.1918;0.31;-0.09;0.9238
R153;6;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;1.8767;0.31;-0.09;0.9238
R155;6;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;1.8767;0.31;-0.09;0.9238
R156;5;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;1.1918;0.31;-0.09;0.9238
R158;4;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;0.5068;0.31;-0.09;0.9238
R159;5;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;1.1918;0.31;-0.09;0.9238
R165;6;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;1.8767;0.31;-0.09;0.9238
R169;1;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;-1.5479;0.31;-0.09;0.9238
R170;4;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;0.5068;0.31;-0.09;0.9238
R171;1;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;-1.5479;0.31;-0.09;0.9238
R172;6;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;1.8767;0.31;-0.09;0.9238
R173;4;F45;female;Cauc;-0.06;-0.32;-0.61;0;0.11;0.38;-0.54;0.5068;0.31;-0.09;0.9238
R123;3;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-0.1781;2.4;1.11;-0.121
R124;5;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;1.1918;2.4;1.11;-0.121
R125;4;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;0.5068;2.4;1.11;-0.121
R127;4;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;0.5068;2.4;1.11;-0.121
R130;3;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-0.1781;2.4;1.11;-0.121
R131;3;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-0.1781;2.4;1.11;-0.121
R137;3;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-0.1781;2.4;1.11;-0.121
R138;5;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;1.1918;2.4;1.11;-0.121
R143;2;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-0.863;2.4;1.11;-0.121
R146;3;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-0.1781;2.4;1.11;-0.121
R149;1;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-1.5479;2.4;1.11;-0.121
R150;3;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-0.1781;2.4;1.11;-0.121
R152;6;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;1.8767;2.4;1.11;-0.121
R153;4;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;0.5068;2.4;1.11;-0.121
R155;3;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-0.1781;2.4;1.11;-0.121
R156;3;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-0.1781;2.4;1.11;-0.121
R158;3;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-0.1781;2.4;1.11;-0.121
R159;2;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-0.863;2.4;1.11;-0.121
R165;2;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-0.863;2.4;1.11;-0.121
R169;1;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-1.5479;2.4;1.11;-0.121
R170;3;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-0.1781;2.4;1.11;-0.121
R171;1;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-1.5479;2.4;1.11;-0.121
R172;5;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;1.1918;2.4;1.11;-0.121
R173;2;F46;female;Cauc;-0.26;-0.32;-0.04;0.07;0.11;0;1.64;-0.863;2.4;1.11;-0.121
R123;4;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;0.5068;0.98;-0.97;0.3927
R124;5;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;1.1918;0.98;-0.97;0.3927
R125;3;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;-0.1781;0.98;-0.97;0.3927
R127;2;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;-0.863;0.98;-0.97;0.3927
R130;3;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;-0.1781;0.98;-0.97;0.3927
R131;3;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;-0.1781;0.98;-0.97;0.3927
R137;3;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;-0.1781;0.98;-0.97;0.3927
R138;5;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;1.1918;0.98;-0.97;0.3927
R143;5;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;1.1918;0.98;-0.97;0.3927
R146;6;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;1.8767;0.98;-0.97;0.3927
R149;1;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;-1.5479;0.98;-0.97;0.3927
R150;6;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;1.8767;0.98;-0.97;0.3927
R152;5;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;1.1918;0.98;-0.97;0.3927
R153;6;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;1.8767;0.98;-0.97;0.3927
R155;6;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;1.8767;0.98;-0.97;0.3927
R156;7;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;2.5616;0.98;-0.97;0.3927
R158;4;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;0.5068;0.98;-0.97;0.3927
R159;3;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;-0.1781;0.98;-0.97;0.3927
R165;2;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;-0.863;0.98;-0.97;0.3927
R169;1;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;-1.5479;0.98;-0.97;0.3927
R170;4;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;0.5068;0.98;-0.97;0.3927
R171;1;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;-1.5479;0.98;-0.97;0.3927
R172;6;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;1.8767;0.98;-0.97;0.3927
R173;1;F47;female;Cauc;-0.5;-0.32;-0.32;0.25;0.11;0.11;-0.89;-1.5479;0.98;-0.97;0.3927
R123;2;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-0.863;-0.8;-1.3;-0.7203
R124;2;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-0.863;-0.8;-1.3;-0.7203
R125;2;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-0.863;-0.8;-1.3;-0.7203
R127;2;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-0.863;-0.8;-1.3;-0.7203
R130;3;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-0.1781;-0.8;-1.3;-0.7203
R131;3;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-0.1781;-0.8;-1.3;-0.7203
R137;2;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-0.863;-0.8;-1.3;-0.7203
R138;4;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;0.5068;-0.8;-1.3;-0.7203
R143;2;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-0.863;-0.8;-1.3;-0.7203
R146;3;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-0.1781;-0.8;-1.3;-0.7203
R149;1;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-1.5479;-0.8;-1.3;-0.7203
R150;1;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-1.5479;-0.8;-1.3;-0.7203
R152;3;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-0.1781;-0.8;-1.3;-0.7203
R153;4;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;0.5068;-0.8;-1.3;-0.7203
R155;2;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-0.863;-0.8;-1.3;-0.7203
R156;2;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-0.863;-0.8;-1.3;-0.7203
R158;3;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-0.1781;-0.8;-1.3;-0.7203
R159;2;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-0.863;-0.8;-1.3;-0.7203
R165;1;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-1.5479;-0.8;-1.3;-0.7203
R169;1;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-1.5479;-0.8;-1.3;-0.7203
R170;3;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-0.1781;-0.8;-1.3;-0.7203
R171;1;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-1.5479;-0.8;-1.3;-0.7203
R172;3;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-0.1781;-0.8;-1.3;-0.7203
R173;1;F48;female;Cauc;0.29;0.23;-0.61;0.08;0.05;0.37;1.76;-1.5479;-0.8;-1.3;-0.7203
R123;2;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-0.863;-0.61;-1.63;-0.9201
R124;2;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-0.863;-0.61;-1.63;-0.9201
R125;3;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-0.1781;-0.61;-1.63;-0.9201
R127;2;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-0.863;-0.61;-1.63;-0.9201
R130;2;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-0.863;-0.61;-1.63;-0.9201
R131;3;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-0.1781;-0.61;-1.63;-0.9201
R137;1;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-1.5479;-0.61;-1.63;-0.9201
R138;3;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-0.1781;-0.61;-1.63;-0.9201
R143;3;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-0.1781;-0.61;-1.63;-0.9201
R146;2;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-0.863;-0.61;-1.63;-0.9201
R149;1;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-1.5479;-0.61;-1.63;-0.9201
R150;2;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-0.863;-0.61;-1.63;-0.9201
R152;1;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-1.5479;-0.61;-1.63;-0.9201
R153;3;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-0.1781;-0.61;-1.63;-0.9201
R155;1;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-1.5479;-0.61;-1.63;-0.9201
R156;3;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-0.1781;-0.61;-1.63;-0.9201
R158;1;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-1.5479;-0.61;-1.63;-0.9201
R159;1;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-1.5479;-0.61;-1.63;-0.9201
R165;1;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-1.5479;-0.61;-1.63;-0.9201
R169;1;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-1.5479;-0.61;-1.63;-0.9201
R170;3;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-0.1781;-0.61;-1.63;-0.9201
R171;1;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-1.5479;-0.61;-1.63;-0.9201
R172;3;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-0.1781;-0.61;-1.63;-0.9201
R173;1;F49;female;Cauc;1.92;2.09;-0.07;3.69;4.39;0.01;1.09;-1.5479;-0.61;-1.63;-0.9201
R123;3;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;-0.1781;0.93;-0.11;0.7352
R124;4;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;0.5068;0.93;-0.11;0.7352
R125;4;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;0.5068;0.93;-0.11;0.7352
R127;4;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;0.5068;0.93;-0.11;0.7352
R130;4;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;0.5068;0.93;-0.11;0.7352
R131;5;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;1.1918;0.93;-0.11;0.7352
R137;7;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;2.5616;0.93;-0.11;0.7352
R138;5;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;1.1918;0.93;-0.11;0.7352
R143;5;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;1.1918;0.93;-0.11;0.7352
R146;5;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;1.1918;0.93;-0.11;0.7352
R149;3;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;-0.1781;0.93;-0.11;0.7352
R150;6;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;1.8767;0.93;-0.11;0.7352
R152;6;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;1.8767;0.93;-0.11;0.7352
R153;4;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;0.5068;0.93;-0.11;0.7352
R155;5;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;1.1918;0.93;-0.11;0.7352
R156;5;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;1.1918;0.93;-0.11;0.7352
R158;5;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;1.1918;0.93;-0.11;0.7352
R159;2;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;-0.863;0.93;-0.11;0.7352
R165;5;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;1.1918;0.93;-0.11;0.7352
R169;5;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;1.1918;0.93;-0.11;0.7352
R170;6;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;1.8767;0.93;-0.11;0.7352
R171;1;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;-1.5479;0.93;-0.11;0.7352
R172;2;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;-0.863;0.93;-0.11;0.7352
R173;3;F50;female;Cauc;0.01;0.79;-0.61;0;0.63;0.37;-0.29;-0.1781;0.93;-0.11;0.7352
R123;2;F51;female;Cauc;-0.23;0.61;-0.7;0.05;0.37;0.49;-0.76;-0.863;0.23;2.15;-0.5491
R124;3;F51;female;Cauc;-0.23;0.61;-0.7;0.05;0.37;0.49;-0.76;-0.1781;0.23;2.15;-0.5491
R125;3;F51;female;Cauc;-0.23;0.61;-0.7;0.05;0.37;0.49;-0.76;-0.1781;0.23;2.15;-0.5491
R127;2;F51;female;Cauc;-0.23;0.61;-0.7;0.05;0.37;0.49;-0.76;-0.863;0.23;2.15;-0.5491
R130;2;F51;female;Cauc;-0.23;0.61;-0.7;0.05;0.37;0.49;-0.76;-0.863;0.23;2.15;-0.5491
R131;3;F51;female;Cauc;-0.23;0.61;-0.7;0.05;0.37;0.49;-0.76;-0.1781;0.23;2.15;-0.5491
R137;4;F51;female;Cauc;-0.23;0.61;-0.7;0.05;0.37;0.49;-0.76;0.5068;0.23;2.15;-0.5491
R138;4;F51;female;Cauc;-0.23;0.61;-0.7;0.05;0.37;0.49;-0.76;0.5068;0.23;2.15;-0.5491
R143;2;F51;female;Cauc;-0.23;0.61;-0.7;0.05;0.37;0.49;-0.76;-0.863;0.23;2.15;-0.5491
R146;2;F51;female;Cauc;-0.23;0.61;-0.7;0.05;0.37;0.49;-0.76;-0.863;0.23;2.15;-0.5491
R149;1;F51;female;Cauc;-0.23;0.61;-0.7;0.05;0.37;0.49;-0.76;-1.5479;0.23;2.15;-0.5491
R150;2;F51;female;Cauc;-0.23;0.61;-0.7;0.05;0.37;0.49;-0.76;-0.863;0.23;2.15;-0.5491
