year;pack;name;age;height;weight;caps;position;poscode
2015;WSM;Motu Matu'u;28;180;112;5;Hooker;HK
2015;WSM;Vavao Afemai;23;168;65;6;ScrumHalf;SH
2015;WSM;Ma'atulimanu Leiataua;28;180;106;8;Hooker;HK
2015;WSM;Teofilo Paulo;27;198;122;20;Lock;SR
2015;WSM;Tim Nanai-Williams;26;178;88;3;FullBack;FB
2015;WSM;Mike Stanley;25;183;88;8;FlyHalf;FH
2015;WSM;TJ Ioane;26;187;96;7;BackRow;SR
2015;SCO;Sean Lamont;34;188;105;98;Wing;WI
2015;SCO;Ross Ford;31;186;115;92;Hooker;HK
2015;SCO;Alasdair Strokosch;32;191;109;47;BackRow;SR
2015;SCO;Greig Laidlaw;29;176;80;42;ScrumHalf;SH
2015;SCO;Gordon Reid;28;188;120;12;Prop;PR
2015;SCO;Richie Vernon;28;195;102;22;Centre;CE
2015;SCO;Alasdair Dickinson;32;185;111;49;Prop;PR
2015;SCO;Ryan Grant;29;183;111;25;Prop;PR
2015;SCO;Tommy Seymour;27;183;95;19;Wing;WI
2015;SCO;Kevin Bryce;27;178;92;2;Hooker;HK
2015;SCO;John Hardie;27;183;102;3;BackRow;SR
2015;SCO;Sean Maitland;27;188;98;18;Wing;WI
2015;SCO;Peter Horne;25;183;92;12;Centre;CE
2015;SCO;Richie Gray;26;207;126;49;Lock;SR
2015;SCO;Fraser Brown;26;183;103;11;Hooker;HK
2015;SCO;Grant Gilchrist;25;202;120;12;Lock;SR
2015;SCO;Henry Pyrgos;26;178;80;17;ScrumHalf;SH
2015;SCO;Ryan Wilson;26;191;105;13;BackRow;SR
2015;SCO;Willem Nel;29;182;120;5;Prop;PR
2015;SCO;Jon Welsh;28;185;111;9;Prop;PR
2015;SCO;David Denton;25;196;114;29;BackRow;SR
2015;SCO;Matt Scott;24;186;101;30;Centre;CE
2015;SCO;Duncan Weir;24;176;90;19;FlyHalf;FH
2015;SCO;Mark Bennett;22;183;89;11;Centre;CE
2015;SCO;Stuart Hogg;23;180;93;35;FullBack;FB
2015;SCO;Tim Visser;28;196;109;22;Wing;WI
2015;SCO;Finn Russell;23;182;87;13;FlyHalf;FH
2015;SCO;Sam Hidalgo-Clyne;22;175;87;7;ScrumHalf;SH
2015;SCO;Jonny Gray;21;198;119;16;Lock;SR
2015;SCO;Tim Swinson;28;193;116;14;Lock;SR
2015;SCO;Josh Strauss;28;193;114;2;BackRow;SR
2015;RSA;Victor Matfield;38;201;110;125;Lock;SR
2015;RSA;Jean De Villiers;34;190;100;109;Centre;CE
2015;RSA;Schalk Burger;32;193;110;81;BackRow;SR
2015;RSA;Fourie Du Preez;33;183;88;72;ScrumHalf;SH
2015;RSA;Bryan Habana;32;179;94;112;Wing;WI
2015;RSA;Morne Steyn;31;186;91;59;FlyHalf;FH
2015;RSA;Bismarck Du Plessis;31;190;115;74;Hooker;HK
2015;RSA;Ruan Pienaar;31;186;92;86;ScrumHalf;SH
2015;RSA;Adriaan Strauss;29;184;112;50;Hooker;HK
2015;RSA;JP Pietersen;29;191;102;62;Wing;WI
2015;RSA;Schalk Brits;34;182;100;9;Hooker;HK
2015;RSA;Jannie Du Plessis;32;187;123;66;Prop;PR
2015;RSA;Tendai Mtawarira;30;183;116;70;Prop;PR
2015;RSA;Coenie Oosthuizen;26;187;126;22;Prop;PR
2015;RSA;Willem Alberts;31;192;120;33;BackRow;SR
2015;RSA;Lwazi Mvovo;29;181;93;14;Wing;WI
2015;RSA;Duane Vermeulen;29;193;108;30;BackRow;SR
2015;RSA;Zane Kirchner;31;184;92;31;FullBack;FB
2015;RSA;Pat Lambie;24;177;89;46;FlyHalf;FH
2015;RSA;Siya Kolisi;24;186;99;13;BackRow;SR
2015;RSA;Francois Louw;30;190;114;38;BackRow;SR
2015;RSA;Eben Etzebeth;23;203;117;39;Lock;SR
2015;RSA;Pieter-Steph Du Toit;23;200;115;5;Lock;SR
2015;RSA;Handre Pollard;21;189;98;15;FlyHalf;FH
2015;RSA;Frans Malherbe;24;190;123;7;Prop;PR
2015;RSA;Jesse Kriel;21;186;96;6;Centre;CE
2015;RSA;Willie Le Roux;26;186;90;29;FullBack;FB
2015;RSA;Trevor Nyakane;26;178;120;18;Prop;PR
2015;RSA;Damian De Allende;23;189;109;8;Centre;CE
2015;RSA;Lodewyk De Jager;22;205;125;14;Lock;SR
2015;RSA;Rudy Paige;26;169;77;0;ScrumHalf;SH
2015;TON;Tukulua Lokotui;35;193;118;25;Lock;SR
2015;TON;Soane Tonga'uiha;33;194;115;18;Prop;PR
2015;TON;Tevita Mailau;30;180;100;17;Prop;PR
2015;TON;Sione Kalamafoni;27;194;117;26;BackRow;SR
2015;TON;Jack Ram;28;189;105;3;BackRow;SR
2015;TON;Samisoni Fisilau;27;182;95;15;ScrumHalf;SH
2015;TON;Nili Latu;33;180;101;47;BackRow;SR
2015;TON;Hale T Pole;36;190;109;37;BackRow;SR
2015;TON;Vungakoto Lilo;32;187;95;39;FullBack;FB
2015;TON;Sila Puafisi;27;183;94;20;Prop;PR
2015;TON;Sitiveni Mafi;25;196;102;15;BackRow;SR
2015;TON;Sione Piukala;30;180;105;15;Centre;CE
2015;TON;David Halaifonua;28;189;85;13;Wing;WI
2015;TON;Opeti Fonua;29;198;120;6;BackRow;SR
2015;TON;Kurt Morath;30;186;85;27;FlyHalf;FH
2015;TON;Telusa Veainu;24;190;103;5;Wing;WI
2015;TON;Will Helu;29;190;89;21;Wing;WI
2015;TON;Viliami Ma'afu;33;190;109;25;BackRow;SR
2015;TON;Elvis Taione;32;178;112;19;Hooker;HK
2015;TON;Halani 'Aulika;32;190;120;14;Prop;PR
2015;TON;Siale Piutau;29;185;99;21;Centre;CE
2015;TON;Sona Taumalolo;33;185;112;18;Prop;PR
2015;TON;Joseph Tuineau;34;203;120;22;Lock;SR
2015;TON;Fetu'u Vainikolo;30;180;95;23;Wing;WI
2015;TON;Latiume Fosita;23;187;97;11;FlyHalf;FH
2015;TON;Uili Kolo'ofa'i;32;197;118;5;Lock;SR
2015;TON;Paula Ngauamo;25;185;122;4;Hooker;HK
2015;TON;Sonatane Takulua;24;180;95;11;ScrumHalf;SH
2015;TON;Sosefo Maake;24;179;97;1;ScrumHalf;SH
2015;TON;Viliami Tahitua;23;180;105;2;Centre;CE
2015;TON;Aleki Lutui;37;185;108;43;Hooker;HK
2015;URY;Oscar Duran;35;174;115;33;Prop;PR
2015;URY;Carlos Arboleya;30;173;110;52;Hooker;HK
2015;URY;Jeronimo Etcheverry;27;178;85;42;UtilityBack;SH
2015;URY;Alberto Roman;28;180;96;37;Centre;CE
2015;URY;Leandro Leivas;27;181;98;44;Wing;WI
2015;URY;Francisco Bulanti;35;178;91;23;Wing;WI
2015;URY;Mario Sagario;29;187;116;49;Prop;PR
2015;URY;Nicolas Klappenbach;33;178;98;47;Hooker;HK
2015;URY;Juan De Freitas;25;181;97;40;BackRow;SR
2015;URY;Juan Manuel Gaminara;26;175;95;25;BackRow;SR
2015;URY;Santiago Gibernau;27;183;85;33;UtilityBack;SH
2015;URY;Diego Magno;26;188;105;50;BackRow;SR
2015;URY;Alejandro Nieto;27;186;108;29;BackRow;SR
2015;URY;Santiago Vilaseca;31;187;106;35;Lock;SR
2015;URY;Gaston Mieres;25;181;80;39;FullBack;FB
2015;URY;Alejo Corral;34;179;105;48;Prop;PR
2015;URY;Alejo Duran;24;171;79;33;ScrumHalf;SH
2015;URY;Andres Vilaseca;24;196;95;14;Centre;CE
2015;URY;Felipe Berchesi;24;178;80;17;FlyHalf;FH
2015;URY;Agustin Ormaechea;24;176;86;25;ScrumHalf;SH
2015;URY;Agustin Alonso;24;174;85;13;BackRow;SR
2015;URY;Franco Lamanna;23;188;100;24;UtilityForward;SR
2015;URY;Mateo Sanguinetti;23;185;105;16;Prop;PR
2015;URY;Joaquin Prada;24;181;93;30;Centre;CE
2015;URY;Rodrigo Silva;22;175;75;16;UtilityBack;SH
2015;URY;Jorge Zerbino;23;192;112;12;Lock;SR
2015;URY;Mathias Palomeque;28;191;105;24;Lock;SR
2015;URY;Fernando Bascou;28;188;96;26;BackRow;SR
2015;URY;Matias Beer;21;193;87;13;UtilityForward;SR
2015;URY;German Kessler;21;184;105;13;Hooker;HK
2015;URY;Manuel Blengio;21;173;77;10;FlyHalf;FH
2015;USA;Louis Stanfill;30;192;110;55;Lock;SR
2015;USA;Eric Fry;28;193;116;35;Prop;PR
2015;USA;Andrew Durutalo;27;187;102;11;BackRow;SR
2015;USA;Zach Test;25;190;88;4;Wing;WI
2015;USA;Chris Wyles;32;183;93;52;FullBack;FB
2015;USA;Takudzwa Ngwenya;30;178;84;34;Wing;WI
2015;USA;Thretton Palamo;27;193;104;12;Centre;CE
2015;USA;Mike Petri;31;180;86;56;ScrumHalf;SH
2015;USA;Matekitonga Moeakiola;37;183;118;31;Prop;PR
2015;USA;Hayden Smith;30;200;116;28;Lock;SR
2015;USA;Andrew Suniula;33;189;105;37;Centre;CE
2015;USA;Cam Dolan;25;198;107;18;BackRow;SR
2015;USA;Zach Fenoglio;26;188;117;14;Hooker;HK
2015;USA;Brett Thompson;25;193;91;5;Wing;WI
2015;USA;Phil Thiel;30;180;111;34;Hooker;HK
2015;USA;Greg Peterson;24;204;123;10;Lock;SR
2015;USA;Samu Manoa;30;198;122;13;Lock;SR
2015;USA;Shalom Suniula;27;180;86;14;FlyHalf;FH
2015;USA;Blaine Scully;27;192;92;28;Wing;WI
2015;USA;Folau Niua;30;180;92;15;FullBack;FB
2015;USA;John Quill;25;187;102;14;BackRow;SR
2015;USA;Seamus Kelly;24;178;91;22;Centre;CE
2015;USA;Titi Lamositele;20;183;113;15;Prop;PR
2015;USA;Danny Barrett;25;193;97;10;BackRow;SR
2015;USA;Oli Kilifi;28;180;118;13;Prop;PR
2015;USA;Matthew Trouville;29;190;100;4;BackRow;SR
2015;USA;Al McFarland;26;193;114;7;BackRow;SR
2015;USA;Chris Baumann;28;183;118;5;Prop;PR
2015;USA;Niku Kruger;23;175;84;1;ScrumHalf;SH
2015;USA;AJ MacGinty;25;183;87;7;FlyHalf;FH
2015;USA;Joe Taufetee;NA;NA;NA;0;Prop;PR
2015;WAL;Gethin Jenkins;34;188;117;122;Prop;PR
2015;WAL;Mike Phillips;33;191;102;99;ScrumHalf;SH
2015;WAL;Paul James;33;186;116;63;Prop;PR
2015;WAL;Luke Charteris;32;206;125;59;Lock;SR
2015;WAL;Dominic Day;30;196;116;3;Lock;SR
2015;WAL;Alun Wyn Jones;30;196;125;97;Lock;SR
2015;WAL;Jamie Roberts;28;193;110;74;Centre;CE
2015;WAL;Bradley Davies;28;198;122;47;Lock;SR
2015;WAL;Ken Owens;28;184;108;31;Hooker;HK
2015;WAL;Rhys Priestland;28;182;90;37;FlyHalf;FH
2015;WAL;Sam Warburton;26;188;103;59;BackRow;SR
2015;WAL;Dan Biggar;25;185;94;36;FlyHalf;FH
2015;WAL;Justin Tipuric;26;186;101;36;BackRow;SR
2015;WAL;Dan Lydiate;27;193;115;52;BackRow;SR
2015;WAL;Scott Williams;24;185;100;34;Centre;CE
2015;WAL;James King;25;193;108;7;BackRow;SR
2015;WAL;Gareth Davies;25;178;90;6;ScrumHalf;SH
2015;WAL;Taulupe Faletau;24;189;113;50;BackRow;SR
2015;WAL;George North;23;192;107;55;Wing;WI
2015;WAL;Matthew Morgan;23;173;77;4;FullBack;FB
2015;WAL;Liam Williams;24;188;87;25;FullBack;FB
2015;WAL;Lloyd Williams;25;183;89;21;ScrumHalf;SH
2015;WAL;Alex Cuthbert;25;198;103;38;Wing;WI
2015;WAL;Samson Lee;22;192;107;14;Prop;PR
2015;WAL;Cory Allen;22;193;99;4;Centre;CE
2015;WAL;Aaron Jarvis;29;183;116;14;Prop;PR
2015;WAL;Ross Moriarty;21;188;103;3;BackRow;SR
2015;WAL;Hallam Amos;21;180;98;5;Wing;WI
2015;WAL;Scott Baldwin;27;190;115;12;Hooker;HK
2015;WAL;Jake Ball;24;200;122;15;Lock;SR
2015;WAL;Tyler Morgan;20;186;103;1;Centre;CE
2015;WAL;Tom Francis;23;189;130;4;Prop;PR
2019;ARG;Matias Ignacio Alemanno;27;198;112;57;SR;SR
2019;ARG;Emiliano Boffelli;24;191;91;25;FB;FB
2019;ARG;Rodrigo Bruni Pleininger;26;187;109;3;BR;BR
2019;ARG;Santiago Carreras;21;181;82;1;FB;FB
2019;ARG;Agust�n Creevy;34;182;106;85;HK;HK
2019;ARG;Tomas Maria Cubelli;30;175;79;72;SH;SH
2019;ARG;Jeronimo De La Fuente;28;183;93;50;CE;CE
2019;ARG;Bautista Delguy;22;178;80;11;WI;WI
2019;ARG;Felipe Ezcurra;26;179;85;5;SH;SH
2019;ARG;Juan Guillermo Figallo;31;190;115;30;PR;PR
2019;ARG;Marcos Mauricio Kremer;22;200;110;24;BR;BR
2019;ARG;Tomas Ezequiel Lavanini;26;200;118;53;SR;SR
2019;ARG;Juan Manuel Leguizamon;36;190;104;86;BR;BR
2019;ARG;Tomas Martin Lezana;25;188;95;34;BR;BR
2019;ARG;Juan Cruz Mallia;23;182;87;4;FB;FB
2019;ARG;Pablo Nicolas Matera;26;193;99;62;BR;BR
2019;ARG;Santiago Medrano;23;186;112;14;PR;PR
2019;ARG;Lucas Mensa;23;183;92;1;CE;CE
2019;ARG;Julian Sixto Montoya;25;183;110;55;HK;HK
2019;ARG;Mat�as Moroni;28;184;85;43;CE;CE
2019;ARG;Ramiro Moyano Joya;29;180;83;34;WI;WI
2019;ARG;Matias Orlando;27;183;94;41;CE;CE
2019;ARG;Javier Adolfo Ortega Desio;29;193;104;54;BR;BR
2019;ARG;Guido Petti Pagadizabal;24;193;104;49;SR;SR
2019;ARG;Enrique Pieretto Heiland;24;187;122;23;PR;PR
2019;ARG;Federico Nicolas Sanchez;30;177;83;77;FH;FH
2019;ARG;Santiago Gabriel Socino;27;186;110;2;HK;HK
2019;ARG;Francisco Nahuel Tetaz Chaparro;29;188;121;54;PR;PR
2019;ARG;Joaquin Tuculet;30;184;86;55;FB;FB
2019;ARG;Benjamin Maria Urdapilleta;33;178;80;10;FH;FH
2019;ARG;Mayco Geronimo Vivas;21;186;122;4;PR;PR
2019;AUS;Allan Emani Alaalatoa;25;188;120;33;PR;PR
2019;AUS;Rory Wiremu Arnold;29;208;120;22;SR;SR
2019;AUS;Adam Phillip Ashley-Cooper;35;182;98;119;WI;WI
2019;AUS;Kurtley James Beale;30;184;92;87;FB;FB
2019;AUS;Adam Coleman;27;204;122;34;SR;SR
2019;AUS;John Francis Dempsey;25;190;92;12;BR;BR
2019;AUS;Folau Fakataha He-Lotu Fainga'a;24;179;107;11;HK;HK
2019;AUS;Bernard Thomas Foley;30;182;89;70;FH;FH
2019;AUS;Sanchez William Genia;31;174;82;105;SH;SH
2019;AUS;Dane Stafford Haylett-Petty;30;189;93;33;FB;FB
2019;AUS;Reece Hodge;25;189;90;37;FB;FB
2019;AUS;Michael Kent Hooper;27;182;101;95;BR;BR
2019;AUS;Sekope Miami Kepu;33;188;118;106;PR;PR
2019;AUS;Samuela Vatuniveivuke Kerevi;25;186;108;29;WI;WI
2019;AUS;Ratu Marika Koroibete;27;182;96;24;WI;WI
2019;AUS;Latu Silatolu Latu;26;180;113;15;PR;PR
2019;AUS;Christian Pharaoh Lealiifano;31;179;95;22;CE;CE
2019;AUS;Isireli Domonakibau Naisarani;24;197;110;4;BR;BR
2019;AUS;James David O'Connor;29;180;97;48;CE;CE
2019;AUS;Jordan Washington Petaia;19;191;102;0;FB;FB
2019;AUS;David Willmer Pocock;31;187;115;78;BR;BR
2019;AUS;Izack Jon Rodda;23;202;119;21;SR;SR
2019;AUS;Lukhan Herman Salakaia-Loto;22;198;116;16;BR;BR
2019;AUS;Robert Andrew Simmons;30;200;115;98;SR;SR
2019;AUS;Scott Tavita Sio;27;187;115;59;PR;PR
2019;AUS;James Alexander Slipper;30;186;117;91;PR;PR
2019;AUS;Matthew Poutoa To'omua;29;182;90;47;CE;CE
2019;AUS;Daniel Tofeki o Fangapaua Folau Tupou;23;181;132;16;PR;PR
2019;AUS;Jordan Filo Uelese;22;189;122;4;HK;HK
2019;AUS;Nicholas William White;29;175;78;26;SH;SH
2019;AUS;Ratu Tevita R N Kuridrani;28;192;102;60;CE;CE
2019;CAN;Tyler James Ardron;28;194;111;34;BR;BR
2019;CAN;Kyle James Baillie;28;194;113;28;SR;SR
2019;CAN;Nickalas Leslie Blevins;30;186;100;62;CE;CE
2019;CAN;Hubert Arthur Wayne Buydens;37;192;123;55;PR;PR
2019;CAN;Luke Francis Campbell;26;190;110;12;BR;BR
2019;CAN;Andrew Jordon Ditka Coe;23;187;93;11;FB;FB
2019;CAN;Djustice Uchechukwe Quisbert Se Duru-Sears;25;185;124;49;PR;PR
2019;CAN;Jeffrey Hassler;28;178;93;24;WI;WI
2019;CAN;Ciaran Patrick Hearn;33;191;102;70;CE;CE
2019;CAN;Matthew Josef Heaton;26;186;94;25;BR;BR
2019;CAN;Eric Gerald Howard;26;175;104;23;HK;HK
2019;CAN;Jake Henry Ilnicki;27;180;118;36;PR;PR
2019;CAN;Cole Vance Keith;22;186;122;14;PR;PR
2019;CAN;Conor Harris Keys;23;199;118;16;SR;SR
2019;CAN;Benjamin Boselli Lesage;23;183;97;15;CE;CE
2019;CAN;Philip Paul Robert Mack;33;170;80;57;SH;SH
2019;CAN;Jamie Lee Mackenzie;30;175;90;19;SH;SH
2019;CAN;Gordon Alexander McRorie;31;178;82;43;FH;FH
2019;CAN;Peter Nelson;26;180;87;4;FH;FH
2019;CAN;Shane Patrick O'Leary;26;178;89;13;FH;FH
2019;CAN;Evan Dennis Olmstead;28;197;115;31;SR;SR
2019;CAN;Patrick Brian Parfrey;27;185;95;30;FH;FH
2019;CAN;Taylor Flavio Paris;26;183;93;27;WI;WI
2019;CAN;Benoit Serge Fernand Piffero;32;183;108;24;HK;HK
2019;CAN;Andrew Joseph Quattrin;23;183;114;3;HK;HK
2019;CAN;Lucas James Rumball;24;188;105;32;BR;BR
2019;CAN;Michael Allen Sheppard;30;193;113;8;SR;SR
2019;CAN;Matthew Martin Joseph Tierney;23;188;127;20;PR;PR
2019;CAN;Conor Adam Trainor;29;190;102;34;CE;CE
2019;CAN;Daniel Tailliferre Hauman Van Der Merwe;33;183;98;58;WI;WI
2019;CAN;Joshua Shorewood Larsen;25;196;112;12;SR;SR
2019;ENG;Ratu Josateki Tuivanuavou W Cokanasiga;21;193;122;8;WI;WI
2019;ENG;Daniel Richard Cole;32;191;118;89;PR;PR
2019;ENG;Luke Anthony Cowan-Dickie;26;184;109;15;HK;HK
2019;ENG;Thomas Anthony Curry;21;185;106;13;BR;BR
2019;ENG;Elliot Fitzgerald Daly;26;184;94;33;FB;FB
2019;ENG;Owen Andrew Farrell;27;188;92;73;FH;FH
2019;ENG;George Thomas Ford;26;178;84;59;FH;FH
2019;ENG;Piers George Francis;29;183;91;8;CE;CE
2019;ENG;Ellis Genge;24;187;113;12;PR;PR
2019;ENG;Jamie Edward George;28;183;109;40;HK;HK
2019;ENG;William Alexander Heinz;32;182;89;4;SH;SH
2019;ENG;Oghenemaro Miles Itoje;24;195;115;29;SR;SR
2019;ENG;Jonathan Byron Alexander Joseph;28;183;93;42;CE;CE
2019;ENG;George Edward John Kruis;29;198;117;35;SR;SR
2019;ENG;Joseph Oliver Launchbury;28;196;125;61;SR;SR
2019;ENG;Courtney Lindford Lawes;30;200;119;75;SR;SR
2019;ENG;Lewis Wesley Ludlam;23;190;110;2;BR;BR
2019;ENG;Joseph William Marler;29;183;120;62;PR;PR
2019;ENG;Jonathon James May;29;188;90;47;WI;WI
2019;ENG;Ruaridh Lawson McConnochie;27;190;93;1;WI;WI
2019;ENG;Jack Thomas Nowell;26;180;98;33;WI;WI
2019;ENG;Kyle Norval Jonathan Sean Sinckler;26;183;116;25;PR;PR
2019;ENG;Jack Howard Singleton;23;180;111;2;HK;HK
2019;ENG;Henry James Harvey Slade;26;188;95;22;CE;CE
2019;ENG;Etuale ManuWSM Tuilagi;28;185;112;35;CE;CE
2019;ENG;Samuel Gregory Underhill;23;186;106;10;BR;BR
2019;ENG;Viliami Moe Lotu A T K M Vunipola;26;188;126;45;BR;BR
2019;ENG;Makovina Wanangarua I Whanga Vunipola;28;180;123;54;PR;PR
2019;ENG;Anthony Kenneth Chisom Watson;25;188;95;36;WI;WI
2019;ENG;Mark Wilson;29;188;110;15;BR;BR
2019;ENG;Ben Ryder Youngs;30;178;89;89;SH;SH
2019;FIJ;Lee-Roy Eliki Atalifo;31;180;130;10;PR;PR
2019;FIJ;Tevita Gucake Naqaqa Cavubati;32;200;120;26;SR;SR
2019;FIJ;Mesulame Vuwai Dolokoto;24;161;112;6;HK;HK
2019;FIJ;Vereniki Goneva;35;189;99;57;WI;WI
2019;FIJ;Peni Ravai Kovekalou;29;185;105;29;PR;PR
2019;FIJ;Semi Kunatani;28;190;97;10;BR;BR
2019;FIJ;Frank Lomani;23;178;79;11;SH;SH
2019;FIJ;George David Campese Ma'afu;34;182;114;57;PR;PR
2019;FIJ;Viliame Sevakadrau Mata;27;196;103;13;BR;BR
2019;FIJ;Joshua Lewis Matavesi;28;184;93;21;FH;FH
2019;FIJ;Samuel Sireli Matavesi;27;182;102;8;HK;HK
2019;FIJ;Nikola Leka Matawalu;30;179;85;36;SH;SH
2019;FIJ;Eroni Cama Talemaisolomoni Mawi;23;189;116;9;PR;PR
2019;FIJ;Kini Murimurivalu;30;184;94;26;FB;FB
2019;FIJ;Leone Nakarawa;31;198;117;57;SR;SR
2019;FIJ;Filipo Nakosi;27;183;98;1;WI;WI
2019;FIJ;Apisalome Ratuniyarawa;33;198;114;30;SR;SR
2019;FIJ;Tevita Kasikasi Ratuva;24;198;110;3;SR;SR
2019;FIJ;Ratu Manasa Saulo Romumu;30;189;111;42;PR;PR
2019;FIJ;Peceli Yato Senibitu;26;183;104;17;BR;BR
2019;FIJ;Ratu Henry Wainiu Seniloli;30;174;70;26;SH;SH
2019;FIJ;Josua Tuisova;25;171;92;9;WI;WI
2019;FIJ;Jale Kaikadavu Vatubua;28;191;106;15;CE;CE
2019;FIJ;Alivereti Veitokani;26;172;82;8;FH;FH
2019;FIJ;Levani Botia Veivuke;30;178;98;14;CE;CE
2019;FIJ;Mosese Voka;34;186;101;8;BR;BR
2019;FIJ;Ben Thomas Tuvula Volavola;28;191;89;31;FH;FH
2019;FIJ;Ratu Vere Taukanoa Vugakoto;21;183;108;6;HK;HK
2019;FIJ;Waisea Nayacalevu Vuidravuwalu;29;195;97;17;WI;WI
2019;FIJ;Dominiko Maiwiriwiri Waqaniburotu;33;189;111;45;BR;BR
2019;FIJ;Semi Radradra Turagasoli Waqavatu;27;188;86;6;CE;CE
2019;FRA;Cyril Gerard Rene Baille;25;182;117;13;PR;PR
2019;FRA;Demba Bamba;21;185;119;6;PR;PR
2019;FRA;Yacouba Camara;25;195;112;15;BR;BR
2019;FRA;Camille Lionel Chat;23;178;95;22;HK;HK
2019;FRA;Antoine Gilbert Louis Dupont;22;175;85;17;SH;SH
2019;FRA;Gael Michel Angelo Fickou;25;190;100;48;CE;CE
2019;FRA;Wesley Alioune Fofana;31;182;92;48;CE;CE
2019;FRA;Paul Pierre Didier Gabrillagues;26;199;117;13;SR;SR
2019;FRA;Guilhem Jean Laurent Guirado;33;183;105;70;HK;HK
2019;FRA;Sofiane Guitoune;30;184;96;7;CE;CE
2019;FRA;Yoann Elian Huget;32;190;96;59;WI;WI
2019;FRA;Arthur Leo Aitor Iturria;25;198;113;13;BR;BR
2019;FRA;Wenceslas Georgy Lauret;30;188;103;24;BR;BR
2019;FRA;Bernard Le Roux;30;197;116;33;SR;SR
2019;FRA;Camille Lopez;30;175;88;24;FH;FH
2019;FRA;Maxime Machenaud;30;174;83;36;SH;SH
2019;FRA;Peato Pulufegu Ofaloto Mauvaka;22;184;116;1;HK;HK
2019;FRA;Maxime Jean Marie Francois Medard;32;182;87;59;WI;WI
2019;FRA;Romain Ntamack-Muyenga;20;186;81;8;FH;FH
2019;FRA;Charles Ollivon;26;199;114;8;BR;BR
2019;FRA;Damian Penaud;22;189;95;13;WI;WI
2019;FRA;Louis Georges Pierre Picamoles;33;193;117;79;BR;BR
2019;FRA;Jefferson Pascal Paulvin Poirot;26;182;123;29;PR;PR
2019;FRA;Alivereti Raka;24;189;105;2;WI;WI
2019;FRA;Thomas Quentin Ramos;24;178;82;7;FB;FB
2019;FRA;Baptiste Roland Marc Serin;25;180;78;30;SH;SH
2019;FRA;Emerick Tuiseka Setiano;23;183;116;3;PR;PR
2019;FRA;Rabah Slimani;29;178;110;53;PR;PR
2019;FRA;Sebastien Maalamalu Vahaamahina;27;203;120;42;SR;SR
2019;FRA;Virimi Vakatawa;27;185;100;18;CE;CE
2019;FRA;Gregory Victor Alldritt;22;191;111;7;BR;BR
2019;GEO;Tedo Abzhandadze;20;174;74;9;FH;FH
2019;GEO;Gela Aprasidze;21;175;74;17;SH;SH
2019;GEO;Giorgi Begadze;33;178;79;65;SH;SH
2019;GEO;Jaba Bregvadze;32;178;103;54;HK;HK
2019;GEO;Levan Chilachava;28;184;133;49;PR;PR
2019;GEO;Zurabi Dzneladze;27;190;94;9;WI;WI
2019;GEO;Beka Gigashvili;27;177;114;9;PR;PR
2019;GEO;Otari Giorgadze;23;193;111;20;BR;BR
2019;GEO;Guram Gogichashvili;21;183;118;6;PR;PR
2019;GEO;Beka Gorgadze;23;189;107;19;BR;BR
2019;GEO;Mamuka Sahulis Dze Gorgodze;35;195;118;71;SR;SR
2019;GEO;David Kacharava;34;184;99;116;CE;CE
2019;GEO;Vano Karkadze;19;178;107;3;HK;HK
2019;GEO;Lasha Khmaladze;31;180;82;74;FH;FH
2019;GEO;Giorgi Kveseladze;21;185;96;18;CE;CE
2019;GEO;Vasil Lobzhanidze;22;175;75;44;SH;SH
2019;GEO;Lasha Lomidze;27;195;110;46;BR;BR
2019;GEO;Lasha Malaguradze;33;185;93;92;FH;FH
2019;GEO;Shalva Mamukashvili;28;180;100;67;HK;HK
2019;GEO;Ioseb Matiashvili;26;185;79;18;FB;FB
2019;GEO;Tamaz Mchedlidze;26;194;115;52;CE;CE
2019;GEO;Giorgi Melikidze;23;179;113;13;PR;PR
2019;GEO;Konstantine Mikautadze;28;200;130;59;SR;SR
2019;GEO;Miriani Modebadze;21;191;99;10;WI;WI
2019;GEO;Mikheil Nariashvili;29;186;118;56;PR;PR
2019;GEO;Giorgi Nemsadze;34;194;111;91;SR;SR
2019;GEO;Beka Saginadze;20;192;105;5;BR;BR
2019;GEO;Merab Sharikadze;26;185;96;63;CE;CE
2019;GEO;Shalva Sutiashvili;35;193;107;76;SR;SR
2019;GEO;Giorgi Tkhilaishvili;28;180;104;51;BR;BR
2019;GEO;Alexander Todua;31;181;94;78;WI;WI
2019;IRE;Fua Leiofi Aki;29;198;99;20;CE;CE
2019;IRE;Tadhg Gerard Beirne;27;198;112;8;SR;SR
2019;IRE;Joseph Carbery;23;184;87;19;FH;FH
2019;IRE;Jack Carty;27;183;88;7;FH;FH
2019;IRE;Jack Edward Conan;27;191;111;16;BR;BR
2019;IRE;Andrew Joseph Conway;28;180;91;15;WI;WI
2019;IRE;Sean Michael Cronin;33;180;102;70;HK;HK
2019;IRE;Keith Gerard Earls;31;178;86;78;WI;WI
2019;IRE;Christopher Robert Eric Farrell;26;195;110;7;CE;CE
2019;IRE;Tadhg Vincent Furlong;26;185;125;36;PR;PR
2019;IRE;William Iain Henderson;27;199;117;48;SR;SR
2019;IRE;Robert Anthony Henshaw;26;192;99;38;CE;CE
2019;IRE;Robert Kearney;33;187;93;92;FB;FB
2019;IRE;David Kilcoyne;30;181;110;31;PR;PR
