"isco08";"unit";"geo";"time";"values";"year"
"OC2221_3221";"HAB_P";"LU";"2015-01-01";7802.79;"2015"
"OC2221_3221";"HAB_P";"LV";"2015-01-01";3628.49;"2015"
"OC2221_3221";"HAB_P";"MT";"2015-01-01";2816.79;"2015"
"OC2221_3221";"HAB_P";"NL";"2015-01-01";2399.42;"2015"
"OC2221_3221";"HAB_P";"NO";"2015-01-01";1361.48;"2015"
"OC2221_3221";"HAB_P";"PL";"2015-01-01";3116.96;"2015"
"OC2221_3221";"HAB_P";"PT";"2015-01-01";3813.72;"2015"
"OC2221_3221";"HAB_P";"RO";"2015-01-01";892.07;"2015"
"OC2221_3221";"HAB_P";"RS";"2015-01-01";1737.79;"2015"
"OC2221_3221";"HAB_P";"SI";"2015-01-01";1290.51;"2015"
"OC2221_3221";"HAB_P";"SK";"2015-01-01";2927.04;"2015"
"OC2221_3221";"HAB_P";"TR";"2015-01-01";2589.59;"2015"
"OC2221_3221";"HAB_P";"UK";"2015-01-01";3703.99;"2015"
"OC2221_3221";"NR";"AT";"2015-01-01";2744;"2015"
"OC2221_3221";"NR";"BE";"2015-01-01";5601;"2015"
"OC2221_3221";"NR";"BG";"2015-01-01";379;"2015"
"OC2221_3221";"NR";"CH";"2015-01-01";7918;"2015"
"OC2221_3221";"NR";"CY";"2015-01-01";266;"2015"
"OC2221_3221";"NR";"CZ";"2015-01-01";1665;"2015"
"OC2221_3221";"NR";"DE";"2015-01-01";35941;"2015"
"OC2221_3221";"NR";"DK";"2015-01-01";2473;"2015"
"OC2221_3221";"NR";"EE";"2015-01-01";429;"2015"
"OC2221_3221";"NR";"EL";"2015-01-01";2294;"2015"
"OC2221_3221";"NR";"ES";"2015-01-01";10766;"2015"
"OC2221_3221";"NR";"FI";"2015-01-01";3844;"2015"
"OC2221_3221";"NR";"FR";"2015-01-01";25888;"2015"
"OC2221_3221";"NR";"HR";"2015-01-01";2205;"2015"
"OC2221_3221";"NR";"HU";"2015-01-01";4318;"2015"
"OC2221_3221";"NR";"IE";"2015-01-01";1352;"2015"
"OC2221_3221";"NR";"IS";"2015-01-01";239;"2015"
"OC2221_3221";"NR";"IT";"2015-01-01";12563;"2015"
"OC2221_3221";"NR";"LI";"2015-01-01";0;"2015"
"OC2221_3221";"NR";"LT";"2015-01-01";535;"2015"
"OC2221_3221";"NR";"LU";"2015-01-01";73;"2015"
"OC2221_3221";"NR";"LV";"2015-01-01";545;"2015"
"OC2221_3221";"NR";"MT";"2015-01-01";158;"2015"
"OC2221_3221";"NR";"NL";"2015-01-01";7060;"2015"
"OC2221_3221";"NR";"NO";"2015-01-01";3811;"2015"
"OC2221_3221";"NR";"PL";"2015-01-01";12187;"2015"
"OC2221_3221";"NR";"PT";"2015-01-01";2716;"2015"
"OC2221_3221";"NR";"RO";"2015-01-01";22213;"2015"
"OC2221_3221";"NR";"RS";"2015-01-01";4083;"2015"
"OC2221_3221";"NR";"SI";"2015-01-01";1599;"2015"
"OC2221_3221";"NR";"SK";"2015-01-01";1853;"2015"
"OC2221_3221";"NR";"TR";"2015-01-01";30205;"2015"
"OC2221_3221";"NR";"UK";"2015-01-01";17580;"2015"
"OC2221_3221";"P_HTHAB";"AT";"2015-01-01";31.75;"2015"
"OC2221_3221";"P_HTHAB";"BE";"2015-01-01";49.68;"2015"
"OC2221_3221";"P_HTHAB";"BG";"2015-01-01";5.28;"2015"
"OC2221_3221";"P_HTHAB";"CH";"2015-01-01";95.6;"2015"
"OC2221_3221";"P_HTHAB";"CY";"2015-01-01";31.38;"2015"
"OC2221_3221";"P_HTHAB";"CZ";"2015-01-01";15.79;"2015"
"OC2221_3221";"P_HTHAB";"DE";"2015-01-01";44;"2015"
"OC2221_3221";"P_HTHAB";"DK";"2015-01-01";43.51;"2015"
"OC2221_3221";"P_HTHAB";"EE";"2015-01-01";32.61;"2015"
"OC2221_3221";"P_HTHAB";"EL";"2015-01-01";21.2;"2015"
"OC2221_3221";"P_HTHAB";"ES";"2015-01-01";23.18;"2015"
"OC2221_3221";"P_HTHAB";"FI";"2015-01-01";70.15;"2015"
"OC2221_3221";"P_HTHAB";"FR";"2015-01-01";38.9;"2015"
"OC2221_3221";"P_HTHAB";"HR";"2015-01-01";52.4;"2015"
"OC2221_3221";"P_HTHAB";"HU";"2015-01-01";43.87;"2015"
"OC2221_3221";"P_HTHAB";"IE";"2015-01-01";28.75;"2015"
"OC2221_3221";"P_HTHAB";"IS";"2015-01-01";72.25;"2015"
"OC2221_3221";"P_HTHAB";"IT";"2015-01-01";20.69;"2015"
"OC2221_3221";"P_HTHAB";"LI";"2015-01-01";0;"2015"
"OC2221_3221";"P_HTHAB";"LT";"2015-01-01";18.42;"2015"
"OC2221_3221";"P_HTHAB";"LU";"2015-01-01";12.82;"2015"
"OC2221_3221";"P_HTHAB";"LV";"2015-01-01";27.56;"2015"
"OC2221_3221";"P_HTHAB";"MT";"2015-01-01";35.5;"2015"
"OC2221_3221";"P_HTHAB";"NL";"2015-01-01";41.68;"2015"
"OC2221_3221";"P_HTHAB";"NO";"2015-01-01";73.45;"2015"
"OC2221_3221";"P_HTHAB";"PL";"2015-01-01";32.08;"2015"
"OC2221_3221";"P_HTHAB";"PT";"2015-01-01";26.22;"2015"
"OC2221_3221";"P_HTHAB";"RO";"2015-01-01";112.1;"2015"
"OC2221_3221";"P_HTHAB";"RS";"2015-01-01";57.54;"2015"
"OC2221_3221";"P_HTHAB";"SI";"2015-01-01";77.49;"2015"
"OC2221_3221";"P_HTHAB";"SK";"2015-01-01";34.16;"2015"
"OC2221_3221";"P_HTHAB";"TR";"2015-01-01";38.62;"2015"
"OC2221_3221";"P_HTHAB";"UK";"2015-01-01";27;"2015"
"OC2222_3222";"HAB_P";"AT";"2015-01-01";110803.83;"2015"
"OC2222_3222";"HAB_P";"BE";"2015-01-01";19989.71;"2015"
"OC2222_3222";"HAB_P";"BG";"2015-01-01";41017.09;"2015"
"OC2222_3222";"HAB_P";"CH";"2015-01-01";51764.98;"2015"
"OC2222_3222";"HAB_P";"CZ";"2015-01-01";47080.62;"2015"
"OC2222_3222";"HAB_P";"DE";"2015-01-01";123207.56;"2015"
"OC2222_3222";"HAB_P";"DK";"2015-01-01";40308.39;"2015"
"OC2222_3222";"HAB_P";"EE";"2015-01-01";23916.49;"2015"
"OC2222_3222";"HAB_P";"EL";"2015-01-01";40527.65;"2015"
"OC2222_3222";"HAB_P";"ES";"2015-01-01";110582.93;"2015"
"OC2222_3222";"HAB_P";"FI";"2015-01-01";26599.66;"2015"
"OC2222_3222";"HAB_P";"FR";"2015-01-01";76756.95;"2015"
"OC2222_3222";"HAB_P";"HR";"2015-01-01";29633.75;"2015"
"OC2222_3222";"HAB_P";"HU";"2015-01-01";76302.54;"2015"
"OC2222_3222";"HAB_P";"IE";"2015-01-01";40534.11;"2015"
"OC2222_3222";"HAB_P";"IS";"2015-01-01";33081.45;"2015"
"OC2222_3222";"HAB_P";"IT";"2015-01-01";74607.59;"2015"
"OC2222_3222";"HAB_P";"LT";"2015-01-01";60518.96;"2015"
"OC2222_3222";"HAB_P";"LU";"2015-01-01";142400.88;"2015"
"OC2222_3222";"HAB_P";"LV";"2015-01-01";48232.35;"2015"
"OC2222_3222";"HAB_P";"MT";"2015-01-01";40459.36;"2015"
"OC2222_3222";"HAB_P";"NL";"2015-01-01";112932.82;"2015"
"OC2222_3222";"HAB_P";"NO";"2015-01-01";57017.66;"2015"
"OC2222_3222";"HAB_P";"PL";"2015-01-01";23860.81;"2015"
"OC2222_3222";"HAB_P";"RO";"2015-01-01";NA;"2015"
"OC2222_3222";"HAB_P";"RS";"2015-01-01";27825.03;"2015"
"OC2222_3222";"HAB_P";"SE";"2015-01-01";35504.3;"2015"
"OC2222_3222";"HAB_P";"SI";"2015-01-01";121384.18;"2015"
"OC2222_3222";"HAB_P";"SK";"2015-01-01";75330.56;"2015"
"OC2222_3222";"HAB_P";"TR";"2015-01-01";31577.91;"2015"
"OC2222_3222";"HAB_P";"UK";"2015-01-01";35680.12;"2015"
"OC2222_3222";"NR";"AT";"2015-01-01";78;"2015"
"OC2222_3222";"NR";"BE";"2015-01-01";564;"2015"
"OC2222_3222";"NR";"BG";"2015-01-01";175;"2015"
"OC2222_3222";"NR";"CH";"2015-01-01";160;"2015"
"OC2222_3222";"NR";"CY";"2015-01-01";0;"2015"
"OC2222_3222";"NR";"CZ";"2015-01-01";224;"2015"
"OC2222_3222";"NR";"DE";"2015-01-01";663;"2015"
"OC2222_3222";"NR";"DK";"2015-01-01";141;"2015"
"OC2222_3222";"NR";"EE";"2015-01-01";55;"2015"
"OC2222_3222";"NR";"EL";"2015-01-01";267;"2015"
"OC2222_3222";"NR";"ES";"2015-01-01";420;"2015"
"OC2222_3222";"NR";"FI";"2015-01-01";206;"2015"
"OC2222_3222";"NR";"FR";"2015-01-01";867;"2015"
"OC2222_3222";"NR";"HR";"2015-01-01";142;"2015"
"OC2222_3222";"NR";"HU";"2015-01-01";129;"2015"
"OC2222_3222";"NR";"IE";"2015-01-01";116;"2015"
"OC2222_3222";"NR";"IS";"2015-01-01";10;"2015"
"OC2222_3222";"NR";"IT";"2015-01-01";814;"2015"
"OC2222_3222";"NR";"LI";"2015-01-01";0;"2015"
"OC2222_3222";"NR";"LT";"2015-01-01";48;"2015"
"OC2222_3222";"NR";"LU";"2015-01-01";4;"2015"
"OC2222_3222";"NR";"LV";"2015-01-01";41;"2015"
"OC2222_3222";"NR";"MT";"2015-01-01";11;"2015"
"OC2222_3222";"NR";"NL";"2015-01-01";150;"2015"
"OC2222_3222";"NR";"NO";"2015-01-01";91;"2015"
"OC2222_3222";"NR";"PL";"2015-01-01";1592;"2015"
"OC2222_3222";"NR";"RS";"2015-01-01";255;"2015"
"OC2222_3222";"NR";"SE";"2015-01-01";276;"2015"
"OC2222_3222";"NR";"SI";"2015-01-01";17;"2015"
"OC2222_3222";"NR";"SK";"2015-01-01";72;"2015"
"OC2222_3222";"NR";"TR";"2015-01-01";2477;"2015"
"OC2222_3222";"NR";"UK";"2015-01-01";1825;"2015"
"OC2222_3222";"P_HTHAB";"AT";"2015-01-01";0.9;"2015"
"OC2222_3222";"P_HTHAB";"BE";"2015-01-01";5;"2015"
"OC2222_3222";"P_HTHAB";"BG";"2015-01-01";2.44;"2015"
"OC2222_3222";"P_HTHAB";"CH";"2015-01-01";1.93;"2015"
"OC2222_3222";"P_HTHAB";"CY";"2015-01-01";0;"2015"
"OC2222_3222";"P_HTHAB";"CZ";"2015-01-01";2.12;"2015"
"OC2222_3222";"P_HTHAB";"DE";"2015-01-01";0.81;"2015"
"OC2222_3222";"P_HTHAB";"DK";"2015-01-01";2.48;"2015"
"OC2222_3222";"P_HTHAB";"EE";"2015-01-01";4.18;"2015"
"OC2222_3222";"P_HTHAB";"EL";"2015-01-01";2.47;"2015"
"OC2222_3222";"P_HTHAB";"ES";"2015-01-01";0.9;"2015"
"OC2222_3222";"P_HTHAB";"FI";"2015-01-01";3.76;"2015"
"OC2222_3222";"P_HTHAB";"FR";"2015-01-01";1.3;"2015"
"OC2222_3222";"P_HTHAB";"HR";"2015-01-01";3.37;"2015"
"OC2222_3222";"P_HTHAB";"HU";"2015-01-01";1.31;"2015"
"OC2222_3222";"P_HTHAB";"IE";"2015-01-01";2.47;"2015"
"OC2222_3222";"P_HTHAB";"IS";"2015-01-01";3.02;"2015"
"OC2222_3222";"P_HTHAB";"IT";"2015-01-01";1.34;"2015"
"OC2222_3222";"P_HTHAB";"LI";"2015-01-01";0;"2015"
"OC2222_3222";"P_HTHAB";"LT";"2015-01-01";1.65;"2015"
"OC2222_3222";"P_HTHAB";"LU";"2015-01-01";0.7;"2015"
"OC2222_3222";"P_HTHAB";"LV";"2015-01-01";2.07;"2015"
"OC2222_3222";"P_HTHAB";"MT";"2015-01-01";2.47;"2015"
"OC2222_3222";"P_HTHAB";"NL";"2015-01-01";0.89;"2015"
"OC2222_3222";"P_HTHAB";"NO";"2015-01-01";1.75;"2015"
"OC2222_3222";"P_HTHAB";"PL";"2015-01-01";4.19;"2015"
"OC2222_3222";"P_HTHAB";"RO";"2015-01-01";NA;"2015"
"OC2222_3222";"P_HTHAB";"RS";"2015-01-01";3.59;"2015"
"OC2222_3222";"P_HTHAB";"SE";"2015-01-01";2.82;"2015"
"OC2222_3222";"P_HTHAB";"SI";"2015-01-01";0.82;"2015"
"OC2222_3222";"P_HTHAB";"SK";"2015-01-01";1.33;"2015"
"OC2222_3222";"P_HTHAB";"TR";"2015-01-01";3.17;"2015"
"OC2222_3222";"P_HTHAB";"UK";"2015-01-01";2.8;"2015"
"OC2261";"HAB_P";"AT";"2015-01-01";61295.73;"2015"
"OC2261";"HAB_P";"BE";"2015-01-01";48806.04;"2015"
"OC2261";"HAB_P";"BG";"2015-01-01";24249.97;"2015"
"OC2261";"HAB_P";"CH";"2015-01-01";64204.62;"2015"
"OC2261";"HAB_P";"CZ";"2015-01-01";26698.88;"2015"
"OC2261";"HAB_P";"DE";"2015-01-01";35624.34;"2015"
"OC2261";"HAB_P";"DK";"2015-01-01";38144.18;"2015"
"OC2261";"HAB_P";"EE";"2015-01-01";46978.82;"2015"
"OC2261";"HAB_P";"EL";"2015-01-01";47669.09;"2015"
"OC2261";"HAB_P";"ES";"2015-01-01";26661.79;"2015"
"OC2261";"HAB_P";"EU27_2020";"2015-01-01";35828.28;"2015"
"OC2261";"HAB_P";"EU28";"2015-01-01";37290.51;"2015"
"OC2261";"HAB_P";"FI";"2015-01-01";37531.03;"2015"
"OC2261";"HAB_P";"FR";"2015-01-01";53111.15;"2015"
"OC2261";"HAB_P";"HR";"2015-01-01";40461.47;"2015"
"OC2261";"HAB_P";"HU";"2015-01-01";31957.88;"2015"
"OC2261";"HAB_P";"IE";"2015-01-01";52243.96;"2015"
"OC2261";"HAB_P";"IS";"2015-01-01";47259.21;"2015"
"OC2261";"HAB_P";"IT";"2015-01-01";96858.98;"2015"
"OC2261";"HAB_P";"LT";"2015-01-01";15702.22;"2015"
"OC2261";"HAB_P";"LV";"2015-01-01";40357.68;"2015"
"OC2261";"HAB_P";"MT";"2015-01-01";74175.5;"2015"
"OC2261";"HAB_P";"NL";"2015-01-01";70583.01;"2015"
"OC2261";"HAB_P";"NO";"2015-01-01";47169.15;"2015"
"OC2261";"HAB_P";"PL";"2015-01-01";40627.18;"2015"
"OC2261";"HAB_P";"PT";"2015-01-01";15011.7;"2015"
"OC2261";"HAB_P";"RO";"2015-01-01";10972.1;"2015"
"OC2261";"HAB_P";"RS";"2015-01-01";13337.19;"2015"
"OC2261";"HAB_P";"SE";"2015-01-01";35894.45;"2015"
"OC2261";"HAB_P";"SI";"2015-01-01";29906.25;"2015"
"OC2261";"HAB_P";"SK";"2015-01-01";46756.9;"2015"
"OC2261";"HAB_P";"TR";"2015-01-01";45741.8;"2015"
"OC2261";"HAB_P";"UK";"2015-01-01";51679.54;"2015"
"OC2261";"NR";"AT";"2015-01-01";141;"2015"
"OC2261";"NR";"BE";"2015-01-01";231;"2015"
"OC2261";"NR";"BG";"2015-01-01";296;"2015"
"OC2261";"NR";"CH";"2015-01-01";129;"2015"
"OC2261";"NR";"CY";"2015-01-01";0;"2015"
"OC2261";"NR";"CZ";"2015-01-01";395;"2015"
"OC2261";"NR";"DE";"2015-01-01";2293;"2015"
"OC2261";"NR";"DK";"2015-01-01";149;"2015"
"OC2261";"NR";"EE";"2015-01-01";28;"2015"
"OC2261";"NR";"EL";"2015-01-01";227;"2015"
"OC2261";"NR";"ES";"2015-01-01";1742;"2015"
"OC2261";"NR";"EU27_2020";"2015-01-01";12399;"2015"
"OC2261";"NR";"EU28";"2015-01-01";13659;"2015"
"OC2261";"NR";"FI";"2015-01-01";146;"2015"
"OC2261";"NR";"FR";"2015-01-01";1253;"2015"
"OC2261";"NR";"HR";"2015-01-01";104;"2015"
"OC2261";"NR";"HU";"2015-01-01";308;"2015"
"OC2261";"NR";"IE";"2015-01-01";90;"2015"
"OC2261";"NR";"IS";"2015-01-01";7;"2015"
"OC2261";"NR";"IT";"2015-01-01";627;"2015"
"OC2261";"NR";"LI";"2015-01-01";0;"2015"
"OC2261";"NR";"LT";"2015-01-01";185;"2015"
"OC2261";"NR";"LU";"2015-01-01";0;"2015"
"OC2261";"NR";"LV";"2015-01-01";49;"2015"
"OC2261";"NR";"MT";"2015-01-01";6;"2015"
"OC2261";"NR";"NL";"2015-01-01";240;"2015"
"OC2261";"NR";"NO";"2015-01-01";110;"2015"
"OC2261";"NR";"PL";"2015-01-01";935;"2015"
"OC2261";"NR";"PT";"2015-01-01";690;"2015"
"OC2261";"NR";"RO";"2015-01-01";1806;"2015"
"OC2261";"NR";"RS";"2015-01-01";532;"2015"
"OC2261";"NR";"SE";"2015-01-01";273;"2015"
"OC2261";"NR";"SI";"2015-01-01";69;"2015"
"OC2261";"NR";"SK";"2015-01-01";116;"2015"
"OC2261";"NR";"TR";"2015-01-01";1710;"2015"
"OC2261";"NR";"UK";"2015-01-01";1260;"2015"
"OC2261";"P_HTHAB";"AT";"2015-01-01";1.63;"2015"
"OC2261";"P_HTHAB";"BE";"2015-01-01";2.05;"2015"
"OC2261";"P_HTHAB";"BG";"2015-01-01";4.12;"2015"
"OC2261";"P_HTHAB";"CH";"2015-01-01";1.56;"2015"
"OC2261";"P_HTHAB";"CY";"2015-01-01";0;"2015"
"OC2261";"P_HTHAB";"CZ";"2015-01-01";3.75;"2015"
"OC2261";"P_HTHAB";"DE";"2015-01-01";2.81;"2015"
"OC2261";"P_HTHAB";"DK";"2015-01-01";2.62;"2015"
"OC2261";"P_HTHAB";"EE";"2015-01-01";2.13;"2015"
"OC2261";"P_HTHAB";"EL";"2015-01-01";2.1;"2015"
"OC2261";"P_HTHAB";"ES";"2015-01-01";3.75;"2015"
"OC2261";"P_HTHAB";"EU27_2020";"2015-01-01";2.79;"2015"
"OC2261";"P_HTHAB";"EU28";"2015-01-01";2.68;"2015"
"OC2261";"P_HTHAB";"FI";"2015-01-01";2.66;"2015"
"OC2261";"P_HTHAB";"FR";"2015-01-01";1.88;"2015"
"OC2261";"P_HTHAB";"HR";"2015-01-01";2.47;"2015"
"OC2261";"P_HTHAB";"HU";"2015-01-01";3.13;"2015"
"OC2261";"P_HTHAB";"IE";"2015-01-01";1.91;"2015"
"OC2261";"P_HTHAB";"IS";"2015-01-01";2.12;"2015"
"OC2261";"P_HTHAB";"IT";"2015-01-01";1.03;"2015"
"OC2261";"P_HTHAB";"LI";"2015-01-01";0;"2015"
"OC2261";"P_HTHAB";"LT";"2015-01-01";6.37;"2015"
"OC2261";"P_HTHAB";"LU";"2015-01-01";0;"2015"
"OC2261";"P_HTHAB";"LV";"2015-01-01";2.48;"2015"
"OC2261";"P_HTHAB";"MT";"2015-01-01";1.35;"2015"
"OC2261";"P_HTHAB";"NL";"2015-01-01";1.42;"2015"
"OC2261";"P_HTHAB";"NO";"2015-01-01";2.12;"2015"
"OC2261";"P_HTHAB";"PL";"2015-01-01";2.46;"2015"
"OC2261";"P_HTHAB";"PT";"2015-01-01";6.66;"2015"
"OC2261";"P_HTHAB";"RO";"2015-01-01";9.11;"2015"
"OC2261";"P_HTHAB";"RS";"2015-01-01";7.5;"2015"
"OC2261";"P_HTHAB";"SE";"2015-01-01";2.79;"2015"
"OC2261";"P_HTHAB";"SI";"2015-01-01";3.34;"2015"
"OC2261";"P_HTHAB";"SK";"2015-01-01";2.14;"2015"
"OC2261";"P_HTHAB";"TR";"2015-01-01";2.19;"2015"
"OC2261";"P_HTHAB";"UK";"2015-01-01";1.94;"2015"
"OC2262";"HAB_P";"AT";"2015-01-01";34296.42;"2015"
"OC2262";"HAB_P";"BE";"2015-01-01";19573.26;"2015"
"OC2262";"HAB_P";"BG";"2015-01-01";17338.14;"2015"
"OC2262";"HAB_P";"CH";"2015-01-01";42042.62;"2015"
"OC2262";"HAB_P";"CZ";"2015-01-01";29132.76;"2015"
"OC2262";"HAB_P";"DE";"2015-01-01";40339.07;"2015"
"OC2262";"HAB_P";"DK";"2015-01-01";35301.14;"2015"
"OC2262";"HAB_P";"EE";"2015-01-01";21564.05;"2015"
"OC2262";"HAB_P";"EL";"2015-01-01";32691.49;"2015"
"OC2262";"HAB_P";"ES";"2015-01-01";16925.96;"2015"
"OC2262";"HAB_P";"EU27_2020";"2015-01-01";21919.12;"2015"
"OC2262";"HAB_P";"EU28";"2015-01-01";21390.52;"2015"
"OC2262";"HAB_P";"FI";"2015-01-01";18204.42;"2015"
"OC2262";"HAB_P";"FR";"2015-01-01";21515.77;"2015"
"OC2262";"HAB_P";"HR";"2015-01-01";22147.33;"2015"
"OC2262";"HAB_P";"HU";"2015-01-01";32592.81;"2015"
"OC2262";"HAB_P";"IE";"2015-01-01";28325.04;"2015"
"OC2262";"HAB_P";"IS";"2015-01-01";27567.88;"2015"
"OC2262";"HAB_P";"IT";"2015-01-01";16404.8;"2015"
"OC2262";"HAB_P";"LI";"2015-01-01";7498.8;"2015"
"OC2262";"HAB_P";"LT";"2015-01-01";18502.61;"2015"
"OC2262";"HAB_P";"LV";"2015-01-01";23825.62;"2015"
"OC2262";"HAB_P";"MT";"2015-01-01";10114.84;"2015"
"OC2262";"HAB_P";"NL";"2015-01-01";73651.84;"2015"
"OC2262";"HAB_P";"NO";"2015-01-01";25187.41;"2015"
"OC2262";"HAB_P";"PL";"2015-01-01";31921.35;"2015"
"OC2262";"HAB_P";"PT";"2015-01-01";8360.03;"2015"
"OC2262";"HAB_P";"RO";"2015-01-01";11944.31;"2015"
"OC2262";"HAB_P";"RS";"2015-01-01";8212.25;"2015"
"OC2262";"HAB_P";"SE";"2015-01-01";24621.07;"2015"
"OC2262";"HAB_P";"SI";"2015-01-01";16508.25;"2015"
"OC2262";"HAB_P";"SK";"2015-01-01";14738.59;"2015"
"OC2262";"HAB_P";"TR";"2015-01-01";59983.5;"2015"
"OC2262";"HAB_P";"UK";"2015-01-01";18368.47;"2015"
"OC2262";"NR";"AT";"2015-01-01";252;"2015"
"OC2262";"NR";"BE";"2015-01-01";576;"2015"
"OC2262";"NR";"BG";"2015-01-01";414;"2015"
"OC2262";"NR";"CH";"2015-01-01";197;"2015"
"OC2262";"NR";"CY";"2015-01-01";0;"2015"
"OC2262";"NR";"CZ";"2015-01-01";362;"2015"
"OC2262";"NR";"DE";"2015-01-01";2025;"2015"
"OC2262";"NR";"DK";"2015-01-01";161;"2015"
"OC2262";"NR";"EE";"2015-01-01";61;"2015"
"OC2262";"NR";"EL";"2015-01-01";331;"2015"
"OC2262";"NR";"ES";"2015-01-01";2744;"2015"
"OC2262";"NR";"EU27_2020";"2015-01-01";20173;"2015"
"OC2262";"NR";"EU28";"2015-01-01";23718;"2015"
"OC2262";"NR";"FI";"2015-01-01";301;"2015"
"OC2262";"NR";"FR";"2015-01-01";3093;"2015"
"OC2262";"NR";"HR";"2015-01-01";190;"2015"
"OC2262";"NR";"HU";"2015-01-01";302;"2015"
"OC2262";"NR";"IE";"2015-01-01";166;"2015"
"OC2262";"NR";"IS";"2015-01-01";12;"2015"
"OC2262";"NR";"IT";"2015-01-01";3702;"2015"
"OC2262";"NR";"LI";"2015-01-01";5;"2015"
"OC2262";"NR";"LT";"2015-01-01";157;"2015"
"OC2262";"NR";"LU";"2015-01-01";0;"2015"
"OC2262";"NR";"LV";"2015-01-01";83;"2015"
"OC2262";"NR";"MT";"2015-01-01";44;"2015"
"OC2262";"NR";"NL";"2015-01-01";230;"2015"
"OC2262";"NR";"NO";"2015-01-01";206;"2015"
"OC2262";"NR";"PL";"2015-01-01";1190;"2015"
"OC2262";"NR";"PT";"2015-01-01";1239;"2015"
"OC2262";"NR";"RO";"2015-01-01";1659;"2015"
"OC2262";"NR";"RS";"2015-01-01";864;"2015"
"OC2262";"NR";"SE";"2015-01-01";398;"2015"
"OC2262";"NR";"SI";"2015-01-01";125;"2015"
"OC2262";"NR";"SK";"2015-01-01";368;"2015"
"OC2262";"NR";"TR";"2015-01-01";1304;"2015"
"OC2262";"NR";"UK";"2015-01-01";3545;"2015"
"OC2262";"P_HTHAB";"AT";"2015-01-01";2.92;"2015"
"OC2262";"P_HTHAB";"BE";"2015-01-01";5.11;"2015"
"OC2262";"P_HTHAB";"BG";"2015-01-01";5.77;"2015"
"OC2262";"P_HTHAB";"CH";"2015-01-01";2.38;"2015"
"OC2262";"P_HTHAB";"CY";"2015-01-01";0;"2015"
"OC2262";"P_HTHAB";"CZ";"2015-01-01";3.43;"2015"
"OC2262";"P_HTHAB";"DE";"2015-01-01";2.48;"2015"
"OC2262";"P_HTHAB";"DK";"2015-01-01";2.83;"2015"
"OC2262";"P_HTHAB";"EE";"2015-01-01";4.64;"2015"
"OC2262";"P_HTHAB";"EL";"2015-01-01";3.06;"2015"
"OC2262";"P_HTHAB";"ES";"2015-01-01";5.91;"2015"
"OC2262";"P_HTHAB";"EU27_2020";"2015-01-01";4.56;"2015"
"OC2262";"P_HTHAB";"EU28";"2015-01-01";4.67;"2015"
"OC2262";"P_HTHAB";"FI";"2015-01-01";5.49;"2015"
"OC2262";"P_HTHAB";"FR";"2015-01-01";4.65;"2015"
"OC2262";"P_HTHAB";"HR";"2015-01-01";4.52;"2015"
"OC2262";"P_HTHAB";"HU";"2015-01-01";3.07;"2015"
"OC2262";"P_HTHAB";"IE";"2015-01-01";3.53;"2015"
"OC2262";"P_HTHAB";"IS";"2015-01-01";3.63;"2015"
"OC2262";"P_HTHAB";"IT";"2015-01-01";6.1;"2015"
"OC2262";"P_HTHAB";"LI";"2015-01-01";13.34;"2015"
"OC2262";"P_HTHAB";"LT";"2015-01-01";5.4;"2015"
"OC2262";"P_HTHAB";"LU";"2015-01-01";0;"2015"
"OC2262";"P_HTHAB";"LV";"2015-01-01";4.2;"2015"
"OC2262";"P_HTHAB";"MT";"2015-01-01";9.89;"2015"
"OC2262";"P_HTHAB";"NL";"2015-01-01";1.36;"2015"
"OC2262";"P_HTHAB";"NO";"2015-01-01";3.97;"2015"
"OC2262";"P_HTHAB";"PL";"2015-01-01";3.13;"2015"
"OC2262";"P_HTHAB";"PT";"2015-01-01";11.96;"2015"
"OC2262";"P_HTHAB";"RO";"2015-01-01";8.37;"2015"
"OC2262";"P_HTHAB";"RS";"2015-01-01";12.18;"2015"
"OC2262";"P_HTHAB";"SE";"2015-01-01";4.06;"2015"
"OC2262";"P_HTHAB";"SI";"2015-01-01";6.06;"2015"
"OC2262";"P_HTHAB";"SK";"2015-01-01";6.78;"2015"
"OC2262";"P_HTHAB";"TR";"2015-01-01";1.67;"2015"
"OC2262";"P_HTHAB";"UK";"2015-01-01";5.44;"2015"
"OC3221";"HAB_P";"CH";"2015-01-01";1788.08;"2015"
"OC3221";"HAB_P";"DE";"2015-01-01";9549.52;"2015"
"OC3221";"HAB_P";"EL";"2015-01-01";15134.1;"2015"
"OC3221";"HAB_P";"HR";"2015-01-01";3426.7;"2015"
"OC3221";"HAB_P";"HU";"2015-01-01";5673.21;"2015"
"OC3221";"HAB_P";"IS";"2015-01-01";2803.51;"2015"
"OC3221";"HAB_P";"NL";"2015-01-01";3823.91;"2015"
"OC3221";"HAB_P";"RO";"2015-01-01";934.79;"2015"
"OC3221";"HAB_P";"RS";"2015-01-01";2344.03;"2015"
"OC3221";"HAB_P";"SI";"2015-01-01";1875.94;"2015"
"OC3221";"NR";"AT";"2015-01-01";0;"2015"
"OC3221";"NR";"BG";"2015-01-01";0;"2015"
"OC3221";"NR";"CH";"2015-01-01";4632;"2015"
"OC3221";"NR";"CY";"2015-01-01";0;"2015"
"OC3221";"NR";"DE";"2015-01-01";8554;"2015"
"OC3221";"NR";"DK";"2015-01-01";0;"2015"
"OC3221";"NR";"EE";"2015-01-01";0;"2015"
